txn_id,branch,item,amt_egp,date
963227,Maadi,Mousepad,29978.55,20240916
181023,Aswan,Monitor,6947.09,20240485
146397,Zayed,Headphones,21798.26,20240796
502722,Aswan,Keyboard,21314.28,20240684
426203,Mansoura,Charger,1789.59,20240964
288238,Zayed,USB Hub,34132.87,20240318
587506,Maadi,Webcam,34318.98,20240308
787728,Mansoura,Laptop,8086.14,20240364
702597,Heliopolis,USB Hub,34330.62,20240124
609754,Aswan,USB Hub,21151.73,20240212
417670,Mansoura,Headphones,37116.15,20240338
732958,Mansoura,SSD,18672.62,20241070
846610,Smouha,SSD,48589.92,20240329
923650,Zayed,USB Hub,26609.0,20240886
807494,Maadi,Keyboard,397.49,20240629
307212,Heliopolis,Mousepad,36395.06,20241032
556013,Maadi,Charger,14121.61,20240349
613405,Mansoura,Webcam,2551.17,20240857
364583,Mansoura,Webcam,33766.06,20240149
669113,Smouha,Keyboard,14697.32,20240955
118369,Mansoura,Webcam,14919.28,20240173
724719,Maadi,Webcam,36608.62,20241189
874562,Mansoura,Monitor,8802.92,20241196
199166,Zayed,Keyboard,31664.36,20240983
388039,Smouha,Charger,34465.15,20240600
965674,Aswan,SSD,28474.96,20240184
180253,Smouha,Webcam,1962.45,20240308
500464,Heliopolis,Mouse,16921.75,20240719
543054,Mansoura,Laptop,9237.32,20240627
856646,Aswan,Mouse,41850.82,20240988
222080,Zayed,Mousepad,13085.74,20240721
745483,Heliopolis,SSD,42719.47,20240600
827981,Maadi,Webcam,28688.13,20240541
897671,Mansoura,Headphones,37356.15,20240481
390302,Heliopolis,Laptop,30250.9,20240472
811152,Smouha,Headphones,302.3,20240525
119628,Mansoura,Keyboard,13774.69,20241048
728180,Aswan,Webcam,4902.53,20240561
118950,Aswan,Webcam,11091.83,20240690
863535,Aswan,Mousepad,41357.4,20240962
765607,Heliopolis,Webcam,27095.82,20241075
684745,Maadi,Webcam,17062.77,20240810
962588,Mansoura,Keyboard,23124.28,20241122
320869,Heliopolis,Keyboard,33665.65,20240624
522511,Maadi,Mousepad,48387.79,20241097
688592,Smouha,Mouse,10417.18,20241185
487125,Smouha,Headphones,37555.33,20241025
807265,Mansoura,Laptop,7837.23,20240442
754589,Smouha,Mousepad,21604.96,20240148
887887,Smouha,SSD,37215.4,20240581
493514,Heliopolis,Keyboard,18952.52,20240353
201690,Mansoura,Monitor,10604.69,20240327
698469,Smouha,Keyboard,43251.42,20240922
676790,Mansoura,Webcam,37576.48,20240957
728357,Smouha,Webcam,38536.46,20240317
796500,Aswan,Webcam,25140.12,20241191
511223,Zayed,USB Hub,24766.92,20241051
400189,Mansoura,Keyboard,46199.33,20240464
519487,Smouha,Laptop,26656.65,20240785
899995,Mansoura,Keyboard,34183.42,20240302
501975,Heliopolis,USB Hub,48713.66,20240941
298049,Aswan,Laptop,30962.85,20240384
739323,Heliopolis,SSD,49945.55,20240938
123942,Smouha,Mousepad,12534.54,20241067
817606,Maadi,Webcam,1184.84,20240898
678874,Heliopolis,Monitor,42522.94,20240431
580005,Smouha,Monitor,8801.79,20240510
438400,Zayed,Headphones,3287.4,20240164
317062,Heliopolis,Charger,22986.69,20241009
353633,Zayed,Charger,25035.74,20240328
942726,Heliopolis,Webcam,43610.67,20240427
356757,Mansoura,Mouse,393.82,20240167
815153,Aswan,USB Hub,43359.78,20241063
504032,Maadi,USB Hub,47880.86,20241201
226858,Aswan,Mousepad,32372.11,20241194
849484,Maadi,Charger,24066.34,20240223
407194,Mansoura,Laptop,18200.49,20241148
759835,Aswan,Charger,21458.0,20240355
208656,Zayed,Headphones,37909.12,20240329
857065,Zayed,Webcam,20674.01,20240796
248845,Zayed,Charger,10543.74,20240299
446057,Aswan,Mouse,22939.19,20241107
889056,Zayed,Headphones,17155.02,20241011
446723,Mansoura,Headphones,28433.15,20240174
898304,Zayed,Keyboard,26112.88,20240154
331757,Smouha,Mousepad,18168.08,20240697
421559,Aswan,Keyboard,28403.61,20240725
598372,Aswan,Charger,33680.27,20240417
879860,Aswan,Keyboard,7368.98,20240699
502890,Smouha,Monitor,1448.84,20240534
711561,Smouha,Keyboard,29232.53,20240632
481851,Aswan,SSD,37285.59,20241159
525558,Mansoura,Mousepad,45005.2,20240805
775127,Zayed,Mousepad,42637.89,20240744
648759,Smouha,USB Hub,43277.16,20241094
779872,Zayed,SSD,24128.52,20241092
498325,Maadi,Mouse,17151.23,20240734
316456,Zayed,Keyboard,13951.86,20240345
781570,Zayed,Webcam,24964.57,20240125
980779,Aswan,SSD,44911.83,20240515
481220,Aswan,Laptop,19954.64,20240303
445521,Heliopolis,Mouse,13610.1,20241196
987730,Aswan,SSD,43637.15,20240215
568328,Heliopolis,SSD,12436.2,20240625
935998,Aswan,Keyboard,34500.47,20240602
339431,Aswan,Charger,8912.66,20240645
678788,Smouha,Mouse,37168.37,20240231
238987,Heliopolis,Headphones,3090.21,20240567
355790,Heliopolis,Mousepad,23890.25,20240302
663015,Maadi,Webcam,39511.31,20240250
305967,Mansoura,Mouse,22122.81,20241075
306984,Maadi,SSD,29489.32,20241098
414531,Heliopolis,Laptop,29106.59,20240329
854955,Mansoura,Monitor,29467.43,20241035
100519,Smouha,USB Hub,30087.64,20241109
761785,Zayed,Webcam,25389.28,20241154
397539,Aswan,Headphones,13246.79,20241190
361118,Smouha,Headphones,33908.24,20241131
423804,Aswan,Charger,5617.93,20240474
611265,Maadi,Webcam,44673.69,20241144
593361,Mansoura,Keyboard,8980.82,20240985
805666,Smouha,Mouse,46268.5,20241008
459065,Aswan,SSD,41136.76,20240497
916622,Maadi,Monitor,10700.16,20241128
420218,Smouha,SSD,23620.19,20240715
739135,Zayed,Mousepad,33610.77,20240764
263984,Zayed,USB Hub,39301.27,20240424
739760,Aswan,Keyboard,16317.78,20241158
596789,Aswan,Mousepad,39447.99,20240652
339834,Smouha,Charger,46719.78,20240722
488802,Zayed,Headphones,16719.42,20240825
969512,Aswan,Webcam,22512.91,20240972
690648,Mansoura,USB Hub,333.34,20240928
157994,Mansoura,Webcam,32307.35,20240387
579083,Smouha,Laptop,40935.73,20240515
318742,Aswan,Headphones,14775.1,20240865
124829,Smouha,USB Hub,39556.45,20240768
685176,Heliopolis,Monitor,39883.86,20241131
561481,Smouha,Mouse,3767.62,20240429
441293,Aswan,Charger,47077.63,20241063
148234,Aswan,USB Hub,34405.66,20241098
361982,Smouha,Mousepad,29326.41,20240222
206367,Maadi,Webcam,13838.51,20240857
559406,Smouha,Mouse,23618.45,20240252
440310,Aswan,USB Hub,41224.32,20240409
718458,Smouha,Mousepad,10039.72,20240281
559550,Zayed,Webcam,28658.02,20240634
683715,Heliopolis,Headphones,34494.03,20240388
909606,Maadi,Webcam,47862.15,20240840
910237,Mansoura,Monitor,9247.79,20241060
338742,Mansoura,Webcam,16683.95,20240631
367762,Heliopolis,Laptop,7056.48,20240942
548088,Mansoura,Charger,39914.95,20241183
163214,Heliopolis,Webcam,859.25,20240996
133642,Heliopolis,Webcam,39517.37,20241108
396376,Heliopolis,Webcam,31736.97,20240255
692767,Maadi,SSD,39040.38,20241190
265909,Heliopolis,Mouse,28717.57,20241060
739664,Aswan,Monitor,37607.77,20240983
957479,Smouha,Charger,22591.86,20240412
782039,Smouha,Mouse,9124.61,20240796
576102,Heliopolis,USB Hub,44475.38,20240923
702656,Smouha,Laptop,31203.3,20240899
119788,Maadi,Monitor,16153.1,20240409
371426,Zayed,Mousepad,33743.19,20240769
658224,Mansoura,Monitor,38507.9,20240827
849631,Heliopolis,Keyboard,9482.93,20240404
316157,Smouha,Keyboard,5089.78,20241193
731160,Maadi,Keyboard,27026.81,20240242
443367,Smouha,Monitor,32925.44,20240514
417644,Zayed,USB Hub,49550.63,20240578
327788,Smouha,Laptop,6908.74,20241001
229090,Mansoura,Laptop,22225.43,20240528
498895,Maadi,Charger,21955.42,20240507
315621,Mansoura,Mousepad,40734.25,20240291
283602,Heliopolis,Mousepad,36239.69,20240350
270795,Zayed,Mouse,47037.75,20240834
886099,Smouha,USB Hub,9589.51,20240286
938641,Heliopolis,Webcam,23925.05,20241142
217432,Mansoura,Laptop,412.42,20240961
519753,Maadi,Webcam,18051.6,20240735
977170,Maadi,USB Hub,47299.73,20240716
340500,Aswan,Mouse,32539.11,20240899
594258,Maadi,Headphones,36494.97,20240763
147573,Zayed,Monitor,8909.05,20240119
234163,Heliopolis,Keyboard,7054.01,20241063
899316,Maadi,Laptop,29830.41,20240530
875788,Aswan,Headphones,18616.62,20240950
963240,Zayed,USB Hub,8662.38,20241163
258733,Aswan,Keyboard,18285.15,20240325
924764,Zayed,Laptop,24902.89,20240727
523262,Aswan,Webcam,45453.59,20240644
752123,Smouha,Laptop,39174.28,20240780
129881,Mansoura,Laptop,36760.79,20240396
527456,Maadi,SSD,18882.99,20241176
277985,Zayed,Mouse,796.18,20240557
196598,Mansoura,Mouse,5664.91,20241075
586993,Mansoura,SSD,22048.77,20240102
426558,Mansoura,Charger,44982.47,20240627
234425,Smouha,SSD,18310.86,20240298
600998,Mansoura,Mousepad,9854.54,20240550
639737,Zayed,Keyboard,11316.31,20240269
879286,Maadi,USB Hub,14150.87,20240316
361912,Zayed,Headphones,9272.11,20240717
444589,Aswan,Charger,33434.4,20241165
642013,Heliopolis,Headphones,38006.69,20240370
443874,Mansoura,Webcam,33077.03,20240171
884267,Mansoura,Laptop,39720.03,20240474
115017,Zayed,Laptop,41777.19,20240588
269748,Mansoura,Webcam,635.04,20241085
607348,Smouha,Monitor,31454.21,20240931
574065,Zayed,Charger,31084.56,20241218
561229,Maadi,Headphones,32790.25,20241154
453737,Smouha,Keyboard,12801.46,20241099
909508,Heliopolis,Charger,33179.24,20240802
900345,Heliopolis,Headphones,3202.73,20240849
547232,Aswan,Laptop,48239.44,20240359
199178,Zayed,Charger,41512.39,20240347
677204,Aswan,Headphones,6358.65,20240812
421944,Mansoura,USB Hub,27687.26,20240270
629241,Zayed,USB Hub,41010.33,20241147
304344,Zayed,Monitor,38806.77,20240507
869038,Aswan,Webcam,26302.46,20240411
690225,Heliopolis,SSD,2397.41,20241192
480272,Heliopolis,Monitor,34700.05,20241188
274853,Smouha,Keyboard,5051.9,20240440
765748,Aswan,Mousepad,11351.56,20240412
667092,Heliopolis,USB Hub,42921.85,20240671
151288,Mansoura,Headphones,19519.13,20241169
541727,Mansoura,Charger,16129.97,20240715
100370,Maadi,Headphones,35431.64,20240739
318895,Aswan,Mousepad,29719.55,20240237
162099,Mansoura,Keyboard,7232.39,20240429
901733,Zayed,USB Hub,39326.33,20240959
509992,Heliopolis,Monitor,12466.24,20240818
173957,Zayed,Headphones,7064.99,20240923
229469,Aswan,Mousepad,47219.84,20240411
315829,Mansoura,Keyboard,33628.29,20240771
111292,Aswan,Mouse,26054.98,20241174
207596,Aswan,Mousepad,23581.91,20240998
413337,Maadi,SSD,37158.44,20241031
261141,Maadi,Webcam,43768.01,20240184
500033,Smouha,Mouse,31363.57,20240973
713394,Zayed,Charger,37935.05,20240561
648236,Maadi,Mouse,49880.39,20240843
353013,Aswan,Charger,41843.62,20240986
542157,Maadi,Mouse,43265.1,20240674
983241,Aswan,Headphones,45241.33,20241141
444802,Mansoura,Headphones,49155.18,20240271
113554,Maadi,Charger,12175.07,20241114
332142,Heliopolis,USB Hub,33298.14,20240313
918855,Aswan,Charger,28055.5,20240870
736095,Heliopolis,USB Hub,2152.96,20240321
719019,Aswan,Mouse,28802.49,20240341
901144,Zayed,Webcam,29027.1,20240964
954886,Mansoura,Laptop,17397.86,20241002
993631,Mansoura,Mousepad,43177.39,20240177
518059,Aswan,USB Hub,33469.96,20240153
326533,Heliopolis,Keyboard,1256.01,20240774
203603,Smouha,USB Hub,40104.67,20241036
990691,Smouha,Webcam,40927.5,20240805
469495,Zayed,Headphones,22328.05,20240198
440275,Mansoura,Headphones,38442.13,20240429
319551,Heliopolis,SSD,32431.93,20240922
889912,Smouha,Keyboard,42243.76,20240283
449976,Smouha,Mousepad,26934.83,20240567
431910,Smouha,Mouse,45712.86,20240286
770513,Mansoura,Webcam,31108.9,20240482
893315,Mansoura,Monitor,13270.79,20241095
467624,Smouha,Charger,44794.22,20240427
276730,Smouha,Laptop,5618.46,20240736
630704,Aswan,SSD,14845.37,20241203
286550,Mansoura,Mousepad,34797.02,20240507
197898,Maadi,Mousepad,45739.13,20240929
993605,Smouha,Keyboard,35808.61,20241192
470985,Mansoura,Keyboard,46066.85,20240313
986056,Aswan,Headphones,30690.33,20240269
439566,Zayed,Charger,41315.39,20240604
674606,Zayed,Headphones,1366.64,20240560
973723,Aswan,Monitor,12305.32,20240563
561746,Aswan,Monitor,7311.57,20240708
355517,Maadi,Mousepad,24189.5,20240999
534661,Heliopolis,SSD,49918.71,20240494
532352,Zayed,SSD,29065.74,20240893
883068,Smouha,Webcam,40181.13,20240640
552266,Smouha,Webcam,45007.64,20240581
435706,Heliopolis,Webcam,3898.17,20240376
437287,Aswan,Monitor,39788.08,20240364
201314,Heliopolis,Charger,26791.23,20240315
946466,Heliopolis,Monitor,36019.31,20240559
587888,Smouha,Mousepad,41838.84,20241043
748865,Mansoura,Charger,29573.59,20240233
279664,Maadi,SSD,22450.99,20240218
464488,Mansoura,Keyboard,3235.65,20240826
168590,Aswan,Headphones,28509.19,20240157
848276,Heliopolis,Charger,21569.96,20240374
515494,Zayed,Charger,15525.77,20240724
446589,Zayed,Mousepad,39930.9,20241141
526919,Zayed,SSD,49009.92,20240745
107104,Heliopolis,Laptop,35620.08,20240834
715983,Maadi,Mouse,30711.83,20241185
533807,Aswan,Keyboard,36641.19,20240610
730745,Zayed,Keyboard,1522.9,20241114
864062,Maadi,Webcam,4500.83,20240927
701885,Aswan,USB Hub,40255.45,20240881
830244,Mansoura,Keyboard,42370.91,20240475
200519,Smouha,Webcam,8911.68,20240982
364255,Mansoura,Mouse,9269.09,20240923
310351,Zayed,Webcam,49282.52,20240268
456222,Mansoura,Mouse,26217.17,20240142
735604,Maadi,SSD,3004.35,20240865
200128,Zayed,Laptop,48181.81,20241184
113189,Maadi,Webcam,19268.44,20240157
938900,Heliopolis,Mousepad,18773.06,20240243
280767,Zayed,Mousepad,24935.16,20241197
328981,Smouha,Mouse,43611.25,20240417
728850,Smouha,Mousepad,8887.57,20241003
840680,Zayed,SSD,7485.05,20241012
131815,Heliopolis,Laptop,46767.89,20240347
946415,Smouha,Headphones,5433.36,20240470
718771,Heliopolis,Keyboard,45016.52,20241120
302542,Heliopolis,Keyboard,49867.23,20240791
576752,Aswan,SSD,41596.92,20241018
222034,Aswan,SSD,3319.91,20240605
483457,Zayed,Monitor,48021.33,20241106
297488,Mansoura,Laptop,17948.15,20241084
950297,Aswan,Mousepad,4984.08,20241165
195371,Aswan,Webcam,45597.76,20241190
647013,Mansoura,SSD,32177.77,20240679
435876,Zayed,Charger,38187.95,20240700
756764,Mansoura,USB Hub,21785.18,20240269
614290,Maadi,Charger,5260.71,20241092
739278,Mansoura,Headphones,24905.85,20240689
908287,Aswan,Laptop,26401.13,20240186
297215,Maadi,Headphones,44610.02,20241212
281779,Aswan,Webcam,36975.89,20241195
129321,Maadi,Headphones,19275.82,20240821
663886,Maadi,USB Hub,36940.08,20241174
990472,Zayed,SSD,18572.66,20240192
324912,Maadi,Charger,47500.72,20240554
847016,Smouha,Mouse,35716.03,20241115
316779,Heliopolis,Mousepad,828.86,20240882
316037,Aswan,Mouse,46219.4,20240110
352064,Aswan,Webcam,49220.88,20240899
966723,Zayed,Webcam,45883.31,20240924
146930,Zayed,Keyboard,29957.64,20240629
543380,Aswan,Mousepad,35523.11,20240735
314828,Aswan,Headphones,20489.71,20240121
536089,Mansoura,USB Hub,13940.43,20240489
956397,Mansoura,Headphones,30026.47,20240910
143829,Aswan,Charger,6487.97,20240557
173950,Aswan,Mouse,5808.16,20241101
169730,Zayed,SSD,16402.56,20240626
813981,Aswan,USB Hub,14276.1,20240687
398534,Heliopolis,Headphones,5469.18,20240345
514089,Zayed,Mouse,27759.76,20241120
310541,Zayed,SSD,49778.15,20241061
602078,Maadi,Mouse,11470.82,20240895
293439,Maadi,Mouse,12125.5,20240860
559390,Aswan,Keyboard,22129.09,20240185
795076,Heliopolis,Monitor,38439.03,20240752
145883,Heliopolis,Laptop,47432.04,20240800
362985,Zayed,Webcam,23128.67,20240216
510320,Mansoura,Keyboard,47343.72,20241136
166741,Zayed,Keyboard,31379.32,20240788
789975,Aswan,Charger,1314.22,20241003
172753,Zayed,Mousepad,26451.4,20240430
250327,Heliopolis,Webcam,2882.82,20240234
529836,Heliopolis,SSD,922.22,20240448
859252,Smouha,Webcam,1969.58,20240313
817557,Zayed,Laptop,19091.61,20240220
953232,Mansoura,Mousepad,6026.12,20240560
899199,Aswan,Laptop,28203.76,20240252
120754,Aswan,Charger,46863.69,20240891
396189,Aswan,Mousepad,19369.02,20240587
816052,Mansoura,Mousepad,12539.61,20241032
602403,Zayed,Charger,26845.91,20240838
334713,Zayed,Headphones,31872.81,20240458
507321,Smouha,Keyboard,18435.5,20240143
552708,Smouha,Keyboard,2175.62,20240941
845208,Heliopolis,Monitor,49375.09,20240357
980945,Aswan,Webcam,10444.64,20240932
541597,Mansoura,Charger,36685.79,20241010
507311,Mansoura,Webcam,16923.18,20240917
239580,Aswan,SSD,10335.46,20240545
847204,Zayed,Mousepad,9770.37,20240845
585884,Heliopolis,USB Hub,18772.09,20240729
323885,Mansoura,Keyboard,23538.11,20241212
783920,Mansoura,Headphones,45238.57,20240945
153357,Zayed,Monitor,16917.27,20240421
791694,Mansoura,SSD,21617.6,20241008
124993,Aswan,Monitor,19329.24,20240453
386596,Aswan,Mousepad,38473.54,20240924
703003,Zayed,Keyboard,20593.92,20241060
357633,Aswan,Keyboard,38142.88,20241097
431575,Heliopolis,Mousepad,26552.88,20240173
809035,Maadi,Mouse,4333.22,20240118
155315,Smouha,Mouse,15699.03,20240831
312868,Aswan,Keyboard,47899.93,20240730
981515,Maadi,Webcam,31180.42,20240747
711790,Mansoura,Charger,16964.11,20240459
403815,Smouha,Mouse,40126.68,20240428
259401,Zayed,USB Hub,5966.1,20240940
265969,Heliopolis,SSD,31452.69,20240676
823479,Zayed,Mouse,33210.26,20240401
566515,Maadi,Laptop,6823.16,20240881
595780,Mansoura,Charger,8564.37,20240141
714649,Aswan,Webcam,46550.56,20240473
569063,Maadi,Charger,47332.87,20240805
456281,Maadi,Webcam,3491.06,20240377
754344,Smouha,USB Hub,45842.36,20240328
929389,Aswan,Monitor,48080.68,20240757
406550,Aswan,Mouse,17767.86,20241114
116730,Heliopolis,Mousepad,20916.05,20240447
482956,Smouha,Monitor,25695.47,20241166
124583,Mansoura,Webcam,45295.54,20240207
780950,Zayed,Headphones,13192.51,20240987
453913,Maadi,Headphones,37512.38,20241039
791442,Maadi,Webcam,27586.14,20240368
754489,Maadi,Mousepad,1009.65,20240880
309340,Mansoura,USB Hub,19450.44,20240654
830706,Mansoura,Webcam,18371.36,20241150
995092,Mansoura,USB Hub,35378.66,20240372
463058,Aswan,Headphones,27641.51,20241102
395322,Smouha,Mouse,45672.2,20240274
944601,Aswan,Webcam,43080.88,20240333
124125,Zayed,Mouse,12185.9,20240463
491526,Maadi,Keyboard,28616.84,20240586
916711,Maadi,Mouse,531.78,20240128
872279,Smouha,Mousepad,3565.62,20241044
761654,Smouha,Mouse,30647.63,20240216
838352,Zayed,Monitor,45904.21,20240267
294589,Maadi,Mouse,241.86,20240578
320430,Maadi,Mouse,19375.7,20241185
301996,Mansoura,Monitor,35426.47,20241115
734868,Aswan,Keyboard,23487.06,20240226
564012,Zayed,SSD,365.35,20240461
307324,Smouha,Keyboard,43914.92,20240488
833968,Maadi,Mouse,9450.52,20240759
893023,Zayed,Keyboard,19763.67,20240708
730775,Mansoura,SSD,32047.72,20240547
547242,Smouha,Webcam,36785.39,20241187
107322,Aswan,Headphones,14108.38,20240431
167793,Maadi,Mouse,24721.46,20240224
749954,Mansoura,Mouse,33718.05,20241014
112581,Aswan,Mouse,15953.98,20240841
831985,Aswan,Mousepad,33925.87,20240235
696850,Smouha,Webcam,22566.81,20241084
488438,Mansoura,Headphones,38182.45,20240742
672435,Aswan,Monitor,11444.18,20240450
144773,Aswan,Webcam,20516.13,20241046
440124,Mansoura,Charger,43440.68,20241052
574141,Zayed,Keyboard,36906.07,20240890
539979,Maadi,Keyboard,39423.85,20240882
762902,Zayed,USB Hub,18317.22,20240990
929816,Aswan,Keyboard,7594.38,20240477
327534,Maadi,Laptop,19595.02,20240407
384048,Smouha,Monitor,1132.95,20240904
266006,Smouha,SSD,13919.6,20240490
610168,Heliopolis,Charger,21671.17,20240428
611015,Aswan,Laptop,17700.8,20240318
170156,Smouha,Charger,30410.49,20240390
346575,Heliopolis,Charger,40190.92,20240953
614333,Maadi,Headphones,31593.85,20240794
761084,Smouha,Mousepad,21478.42,20240350
728218,Zayed,SSD,14130.76,20240865
946331,Aswan,Keyboard,18509.9,20241070
166191,Maadi,Charger,18531.93,20240605
319630,Smouha,Monitor,45511.8,20240741
764662,Mansoura,Headphones,27772.04,20240779
832251,Zayed,Keyboard,48275.42,20240569
842501,Heliopolis,Mousepad,11889.04,20240611
612321,Heliopolis,Charger,44533.32,20240742
635780,Maadi,USB Hub,37522.11,20240759
185257,Heliopolis,Charger,23161.33,20240645
170176,Mansoura,USB Hub,38882.79,20240666
846489,Zayed,Webcam,42396.25,20240221
596759,Zayed,Monitor,31671.84,20240771
473470,Heliopolis,Charger,28115.8,20240659
435581,Mansoura,Webcam,30258.31,20241199
309776,Aswan,Monitor,47888.4,20240347
409979,Aswan,Laptop,36787.97,20240500
648931,Heliopolis,Headphones,12448.91,20240871
543538,Aswan,Laptop,14943.94,20240519
251057,Smouha,Laptop,1489.62,20240964
182533,Smouha,Charger,38801.06,20240403
568383,Aswan,USB Hub,27785.45,20241010
895304,Smouha,Mouse,46848.3,20241034
389353,Zayed,Mousepad,22694.01,20240434
714969,Zayed,Webcam,47807.47,20240354
154970,Smouha,SSD,23881.22,20240391
430583,Aswan,USB Hub,27528.85,20240990
777724,Smouha,USB Hub,8941.02,20240171
774885,Smouha,Webcam,28302.56,20240181
636565,Maadi,Keyboard,24859.0,20240240
246707,Zayed,Mouse,26162.89,20240582
196321,Smouha,Webcam,16940.99,20240946
460262,Maadi,Charger,20057.97,20240228
650166,Mansoura,USB Hub,34744.6,20241223
962816,Maadi,Monitor,22452.48,20240337
899816,Smouha,Monitor,12001.31,20240150
155032,Aswan,Monitor,23960.73,20240187
329639,Zayed,Keyboard,47723.33,20240382
624900,Smouha,Webcam,19406.89,20240911
120191,Heliopolis,Headphones,24636.75,20240950
676749,Maadi,Laptop,10046.21,20240174
318981,Zayed,Mousepad,24598.68,20240816
835916,Maadi,Mousepad,44088.27,20241143
969307,Zayed,USB Hub,10678.28,20241199
107706,Aswan,Mousepad,14106.79,20240867
635696,Mansoura,Keyboard,41749.38,20240625
450733,Zayed,Webcam,44901.51,20240905
224956,Aswan,Headphones,22609.91,20241013
732677,Aswan,SSD,38512.33,20240520
293810,Maadi,Laptop,19403.23,20240319
878896,Zayed,Monitor,37999.98,20240712
973390,Aswan,Monitor,44338.28,20240722
478471,Mansoura,Laptop,32409.11,20240571
694381,Smouha,Monitor,25579.41,20240735
112960,Zayed,Keyboard,43024.88,20240523
623860,Aswan,USB Hub,36012.47,20241038
509735,Heliopolis,Keyboard,46044.91,20241084
688072,Heliopolis,Headphones,39760.41,20240609
181447,Heliopolis,Mouse,44226.4,20240164
749358,Maadi,Laptop,47342.02,20240101
418186,Mansoura,USB Hub,36450.97,20240427
201955,Maadi,Webcam,10804.67,20240491
543721,Aswan,Webcam,3851.17,20240956
785376,Maadi,Headphones,38533.66,20240346
416722,Zayed,Headphones,22873.54,20240520
226169,Aswan,Laptop,44020.51,20241076
283061,Maadi,Mouse,4350.46,20240581
577358,Heliopolis,SSD,13693.07,20240147
837019,Heliopolis,Charger,3211.03,20240414
325942,Maadi,USB Hub,33917.06,20240162
138966,Mansoura,USB Hub,41531.04,20240945
283524,Maadi,Mousepad,44875.54,20240230
906913,Smouha,Headphones,35957.6,20240516
940896,Smouha,Laptop,33578.57,20240486
346225,Aswan,Charger,40527.18,20240191
690570,Mansoura,SSD,47609.71,20241101
930434,Zayed,Laptop,14361.53,20240282
727099,Smouha,Charger,41044.67,20241216
271856,Smouha,Webcam,36323.62,20241208
252773,Smouha,Webcam,20379.73,20240923
490185,Mansoura,Webcam,38377.3,20240403
953779,Aswan,Charger,33801.75,20240936
477832,Mansoura,Mouse,30127.49,20240382
448970,Smouha,Charger,22565.9,20241205
813385,Zayed,Laptop,17205.52,20240398
727879,Smouha,SSD,31653.24,20240427
992440,Heliopolis,Keyboard,48862.74,20240522
964745,Aswan,USB Hub,4133.08,20240959
217314,Heliopolis,SSD,2146.82,20240313
703418,Maadi,Headphones,46728.54,20240438
875643,Zayed,Webcam,24484.54,20240767
867405,Smouha,SSD,46849.56,20241172
788801,Mansoura,Monitor,28872.12,20240936
821211,Maadi,Monitor,32041.44,20241030
263264,Aswan,Monitor,35824.28,20241134
938792,Maadi,Charger,7260.56,20240248
828694,Smouha,Monitor,37802.24,20240721
965318,Zayed,SSD,31930.52,20240492
124647,Maadi,Laptop,14824.41,20240525
294735,Aswan,Mouse,3397.74,20241027
224731,Mansoura,Webcam,33096.17,20240122
831715,Heliopolis,Headphones,17191.32,20240868
318573,Smouha,USB Hub,30981.93,20241080
766076,Heliopolis,Mousepad,2141.65,20241107
133049,Mansoura,Webcam,17607.27,20240624
834665,Mansoura,USB Hub,37658.25,20240301
543234,Aswan,Mousepad,31030.57,20240819
818115,Mansoura,Laptop,19029.37,20241099
895921,Maadi,Charger,12645.21,20240289
186994,Zayed,Mouse,22761.58,20240791
353103,Heliopolis,Charger,1765.39,20240735
679470,Aswan,Charger,10866.94,20240941
199566,Maadi,Keyboard,29691.78,20240158
630888,Mansoura,Mouse,25128.53,20241049
388086,Aswan,Mousepad,19439.5,20241198
785456,Aswan,Laptop,12697.56,20240341
832133,Heliopolis,Charger,8737.24,20241026
407641,Zayed,Laptop,14549.82,20240779
547460,Maadi,Keyboard,48429.81,20240258
308795,Mansoura,Charger,12489.68,20240894
913422,Aswan,Keyboard,38634.51,20240190
416960,Zayed,Monitor,17036.52,20241111
339843,Aswan,Charger,40430.5,20240338
206470,Zayed,Keyboard,6643.35,20240149
559378,Mansoura,Webcam,39727.15,20240981
121535,Aswan,SSD,44889.59,20240855
765669,Heliopolis,Mouse,20960.3,20240169
392450,Mansoura,SSD,35117.29,20240238
168341,Maadi,Headphones,43895.16,20240833
597680,Mansoura,SSD,45967.76,20240382
226889,Maadi,Keyboard,4364.56,20240483
796926,Zayed,Charger,33010.11,20241219
491451,Heliopolis,Headphones,23920.09,20240480
710397,Mansoura,Mouse,28005.35,20240576
312281,Zayed,Headphones,6704.08,20240901
111737,Smouha,Laptop,25534.29,20240125
218229,Heliopolis,Headphones,29299.36,20240119
418079,Zayed,Webcam,46040.55,20241084
940145,Zayed,Monitor,33218.62,20241080
601989,Zayed,Mouse,8662.28,20241209
942918,Maadi,Keyboard,33370.76,20241145
252465,Maadi,Charger,25693.56,20240249
693659,Zayed,Monitor,31365.7,20240947
980563,Aswan,Webcam,46883.55,20240638
526132,Maadi,USB Hub,2193.3,20240757
918551,Mansoura,Laptop,9670.65,20240866
509758,Mansoura,Mousepad,41826.8,20240561
884972,Zayed,Charger,30764.04,20241144
526279,Aswan,Keyboard,12104.96,20241168
401599,Mansoura,Mouse,21665.44,20240164
537588,Maadi,SSD,4287.89,20240399
910463,Aswan,Laptop,18507.58,20240906
394475,Mansoura,Webcam,15209.67,20241197
734698,Smouha,Headphones,42776.18,20241063
636283,Mansoura,USB Hub,37883.01,20240382
